Gender,LearningStyle,Extracurricular,Internet,OnlineCourses,EduTech,Resources,FinalGrade,Age,StudyHours,Attendance,Motivation,Discussions,AssignmentCompletion,ExamScore,StressLevel,StudyHours_Category,Attendance_Category,StressLevel_Category,AssignmentCompletion_Category,StudyEfficiency,StudyStressBalance,EngagementScore,DigitalReadiness,DigitalReadiness_Label,RiskScore,RiskLevel
1,1,0,1,7,1,1,1,20,21,95,1,0,99,71,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Excellent (>90%),4.5,10.5,77.6,2,Siap Digital,0.2712,Aman
1,3,0,1,2,1,1,1,18,21,95,1,1,88,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,10.5,73.4,2,Siap Digital,0.3372,Perhatian
1,2,1,1,12,1,1,0,26,21,95,2,1,72,100,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Perlu Perhatian (60-75%),3.2727,7.0,67.0,2,Siap Digital,0.4082,Perhatian
1,1,1,1,13,0,1,2,22,21,95,2,1,58,56,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Risiko Tinggi (<60%),2.6364,7.0,61.4,1,Sebagian,0.4922,Perhatian
1,3,1,1,3,1,1,0,24,21,95,2,1,88,94,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,7.0,73.4,2,Siap Digital,0.3122,Aman
1,1,1,1,7,1,1,1,20,21,95,2,0,99,71,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Excellent (>90%),4.5,10.5,77.6,2,Siap Digital,0.1712,Aman
1,3,1,1,2,1,1,1,18,21,95,2,1,88,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,10.5,73.4,2,Siap Digital,0.2372,Aman
1,2,0,1,12,1,2,0,26,21,95,1,1,72,100,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Perlu Perhatian (60-75%),3.2727,7.0,67.0,2,Siap Digital,0.5082,Perhatian
1,1,0,1,13,0,2,2,22,21,95,1,1,58,56,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Risiko Tinggi (<60%),2.6364,7.0,61.4,1,Sebagian,0.5922,Perhatian
1,3,0,1,3,1,2,0,24,21,95,1,1,88,94,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,7.0,73.4,2,Siap Digital,0.4122,Perhatian
1,1,0,1,7,1,2,1,20,21,95,1,0,99,71,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Excellent (>90%),4.5,10.5,77.6,2,Siap Digital,0.2712,Aman
1,3,0,1,2,1,2,1,18,21,95,1,1,88,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,10.5,73.4,2,Siap Digital,0.3372,Perhatian
1,2,1,0,12,1,2,0,26,21,95,0,1,72,100,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Perlu Perhatian (60-75%),3.2727,7.0,67.0,1,Sebagian,0.6082,Kritis
1,1,1,0,13,0,2,2,22,21,95,0,1,58,56,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Risiko Tinggi (<60%),2.6364,7.0,61.4,0,Tidak Siap,0.6922,Kritis
1,3,1,0,3,1,2,0,24,21,95,0,1,88,94,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,7.0,73.4,1,Sebagian,0.5122,Perhatian
1,1,1,0,7,1,2,1,20,21,95,0,0,99,71,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Excellent (>90%),4.5,10.5,77.6,1,Sebagian,0.3712,Perhatian
1,3,1,0,2,1,2,1,18,21,95,0,1,88,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,10.5,73.4,1,Sebagian,0.4372,Perhatian
1,2,1,0,12,1,2,0,26,21,95,1,1,72,100,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Perlu Perhatian (60-75%),3.2727,7.0,67.0,1,Sebagian,0.5082,Perhatian
1,1,1,0,13,0,2,2,22,21,95,1,1,58,56,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Risiko Tinggi (<60%),2.6364,7.0,61.4,0,Tidak Siap,0.5922,Perhatian
1,3,1,0,3,1,2,0,24,21,95,1,1,88,94,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,7.0,73.4,1,Sebagian,0.4122,Perhatian
1,1,1,0,7,1,2,1,20,21,95,1,0,99,71,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Excellent (>90%),4.5,10.5,77.6,1,Sebagian,0.2712,Aman
1,3,1,0,2,1,2,1,18,21,95,1,1,88,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,10.5,73.4,1,Sebagian,0.3372,Perhatian
1,2,1,1,12,1,1,0,26,21,95,1,1,72,100,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Perlu Perhatian (60-75%),3.2727,7.0,67.0,2,Siap Digital,0.5082,Perhatian
1,1,1,1,13,0,1,2,22,21,95,1,1,58,56,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Risiko Tinggi (<60%),2.6364,7.0,61.4,1,Sebagian,0.5922,Perhatian
1,3,1,1,3,1,1,0,24,21,95,1,1,88,94,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,7.0,73.4,2,Siap Digital,0.4122,Perhatian
1,1,1,1,7,1,1,1,20,21,95,1,0,99,71,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Excellent (>90%),4.5,10.5,77.6,2,Siap Digital,0.2712,Aman
1,3,1,1,2,1,1,1,18,21,95,1,1,88,76,1,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),4.0,10.5,73.4,2,Siap Digital,0.3372,Perhatian
0,1,1,1,8,0,0,2,23,13,69,0,1,56,65,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),4.0,6.5,50.2,1,Sebagian,0.8122,Kritis
0,0,1,1,18,0,0,1,18,13,69,0,0,74,72,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),5.2857,4.3333,57.2,1,Sebagian,0.7792,Kritis
0,3,1,1,4,1,0,2,23,13,69,0,1,96,61,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),6.8571,6.5,66.2,2,Siap Digital,0.5722,Perhatian
0,0,1,1,4,0,0,3,28,13,69,0,1,58,50,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),4.1429,4.3333,51.0,1,Sebagian,0.8752,Kritis
0,1,1,1,8,0,1,2,23,13,69,0,1,56,65,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),4.0,6.5,50.2,1,Sebagian,0.8122,Kritis
0,0,1,1,18,0,1,1,18,13,69,0,0,74,72,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),5.2857,4.3333,57.2,1,Sebagian,0.7792,Kritis
0,3,1,1,4,1,1,2,23,13,69,0,1,96,61,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),6.8571,6.5,66.2,2,Siap Digital,0.5722,Perhatian
0,0,1,1,4,0,1,3,28,13,69,0,1,58,50,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),4.1429,4.3333,51.0,1,Sebagian,0.8752,Kritis
0,1,1,0,8,0,0,2,23,13,69,2,1,56,65,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),4.0,6.5,50.2,0,Tidak Siap,0.6122,Kritis
0,0,1,0,18,0,0,1,18,13,69,2,0,74,72,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Perlu Perhatian (60-75%),5.2857,4.3333,57.2,0,Tidak Siap,0.5792,Perhatian
0,3,1,0,4,1,0,2,23,13,69,2,1,96,61,1,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Excellent (>90%),6.8571,6.5,66.2,1,Sebagian,0.3722,Perhatian
0,0,1,0,4,0,0,3,28,13,69,2,1,58,50,2,Sedang (10-20 jam),Rendah (60-75%),Rendah (1-3),Risiko Tinggi (<60%),4.1429,4.3333,51.0,0,Tidak Siap,0.6752,Kritis
1,3,1,1,20,0,2,1,19,21,79,0,1,59,80,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.6818,7.0,55.4,1,Sebagian,0.7862,Kritis
1,1,1,1,2,1,2,2,23,21,79,0,1,85,55,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.8636,7.0,65.8,2,Siap Digital,0.6302,Kritis
1,1,1,1,1,1,2,1,26,21,79,0,1,75,75,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.4091,7.0,61.8,2,Siap Digital,0.6902,Kritis
1,3,0,1,20,0,1,1,19,21,79,0,1,59,80,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.6818,7.0,55.4,1,Sebagian,0.7862,Kritis
1,1,0,1,2,1,1,2,23,21,79,0,1,85,55,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.8636,7.0,65.8,2,Siap Digital,0.6302,Kritis
1,1,0,1,1,1,1,1,26,21,79,0,1,75,75,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.4091,7.0,61.8,2,Siap Digital,0.6902,Kritis
1,3,1,1,20,0,0,1,19,21,79,1,1,59,80,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.6818,7.0,55.4,1,Sebagian,0.6862,Kritis
1,1,1,1,2,1,0,2,23,21,79,1,1,85,55,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.8636,7.0,65.8,2,Siap Digital,0.5302,Perhatian
1,1,1,1,1,1,0,1,26,21,79,1,1,75,75,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.4091,7.0,61.8,2,Siap Digital,0.5902,Perhatian
1,3,1,1,20,0,1,1,19,21,79,0,1,59,80,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.6818,7.0,55.4,1,Sebagian,0.7862,Kritis
1,1,1,1,2,1,1,2,23,21,79,0,1,85,55,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.8636,7.0,65.8,2,Siap Digital,0.6302,Kritis
1,1,1,1,1,1,1,1,26,21,79,0,1,75,75,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.4091,7.0,61.8,2,Siap Digital,0.6902,Kritis
1,3,1,1,20,0,1,1,19,21,79,2,1,59,80,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.6818,7.0,55.4,1,Sebagian,0.5862,Perhatian
1,1,1,1,2,1,1,2,23,21,79,2,1,85,55,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.8636,7.0,65.8,2,Siap Digital,0.4302,Perhatian
1,1,1,1,1,1,1,1,26,21,79,2,1,75,75,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.4091,7.0,61.8,2,Siap Digital,0.4902,Perhatian
1,3,1,1,20,0,2,1,19,21,79,1,1,59,80,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.6818,7.0,55.4,1,Sebagian,0.6862,Kritis
1,1,1,1,2,1,2,2,23,21,79,1,1,85,55,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.8636,7.0,65.8,2,Siap Digital,0.5302,Perhatian
1,1,1,1,1,1,2,1,26,21,79,1,1,75,75,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.4091,7.0,61.8,2,Siap Digital,0.5902,Perhatian
1,3,1,1,20,0,0,1,19,21,79,0,1,59,80,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.6818,7.0,55.4,1,Sebagian,0.7862,Kritis
1,1,1,1,2,1,0,2,23,21,79,0,1,85,55,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.8636,7.0,65.8,2,Siap Digital,0.6302,Kritis
1,1,1,1,1,1,0,1,26,21,79,0,1,75,75,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.4091,7.0,61.8,2,Siap Digital,0.6902,Kritis
1,3,1,1,20,0,1,1,19,21,79,1,1,59,80,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.6818,7.0,55.4,1,Sebagian,0.6862,Kritis
1,1,1,1,2,1,1,2,23,21,79,1,1,85,55,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.8636,7.0,65.8,2,Siap Digital,0.5302,Perhatian
1,1,1,1,1,1,1,1,26,21,79,1,1,75,75,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.4091,7.0,61.8,2,Siap Digital,0.5902,Perhatian
1,3,1,1,20,0,0,1,19,21,79,2,1,59,80,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.6818,7.0,55.4,1,Sebagian,0.5862,Perhatian
1,1,1,1,2,1,0,2,23,21,79,2,1,85,55,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.8636,7.0,65.8,2,Siap Digital,0.4302,Perhatian
1,1,1,1,1,1,0,1,26,21,79,2,1,75,75,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),3.4091,7.0,61.8,2,Siap Digital,0.4902,Perhatian
1,0,1,1,2,0,2,0,26,21,91,1,0,83,98,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),3.7727,7.0,69.6,1,Sebagian,0.4672,Perhatian
1,0,1,1,2,0,1,0,26,21,91,2,0,83,98,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),3.7727,7.0,69.6,1,Sebagian,0.3672,Perhatian
1,0,1,0,12,0,1,2,19,20,81,2,1,73,56,0,Sedang (10-20 jam),Baik (75-90%),,Perlu Perhatian (60-75%),3.4762,20.0,61.8,0,Tidak Siap,0.3423,Perhatian
1,2,1,0,4,1,1,1,22,20,81,2,1,83,81,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.9524,6.6667,65.8,1,Sebagian,0.4323,Perhatian
1,0,1,1,12,0,1,2,19,20,81,0,1,73,56,0,Sedang (10-20 jam),Baik (75-90%),,Perlu Perhatian (60-75%),3.4762,20.0,61.8,1,Sebagian,0.5423,Perhatian
1,2,1,1,4,1,1,1,22,20,81,0,1,83,81,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.9524,6.6667,65.8,2,Siap Digital,0.6323,Kritis
1,0,1,1,12,0,1,2,19,20,81,1,1,73,56,0,Sedang (10-20 jam),Baik (75-90%),,Perlu Perhatian (60-75%),3.4762,20.0,61.8,1,Sebagian,0.4423,Perhatian
1,2,1,1,4,1,1,1,22,20,81,1,1,83,81,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.9524,6.6667,65.8,2,Siap Digital,0.5323,Perhatian
1,0,1,0,12,0,2,2,19,20,81,0,1,73,56,0,Sedang (10-20 jam),Baik (75-90%),,Perlu Perhatian (60-75%),3.4762,20.0,61.8,0,Tidak Siap,0.5423,Perhatian
1,2,1,0,4,1,2,1,22,20,81,0,1,83,81,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.9524,6.6667,65.8,1,Sebagian,0.6323,Kritis
1,0,1,1,12,0,2,2,19,20,81,1,1,73,56,0,Sedang (10-20 jam),Baik (75-90%),,Perlu Perhatian (60-75%),3.4762,20.0,61.8,1,Sebagian,0.4423,Perhatian
1,2,1,1,4,1,2,1,22,20,81,1,1,83,81,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.9524,6.6667,65.8,2,Siap Digital,0.5323,Perhatian
1,0,0,1,12,0,1,2,19,20,81,1,1,73,56,0,Sedang (10-20 jam),Baik (75-90%),,Perlu Perhatian (60-75%),3.4762,20.0,61.8,1,Sebagian,0.4423,Perhatian
1,2,0,1,4,1,1,1,22,20,81,1,1,83,81,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.9524,6.6667,65.8,2,Siap Digital,0.5323,Perhatian
0,3,1,1,3,1,0,2,28,13,87,1,0,88,61,0,Sedang (10-20 jam),Baik (75-90%),,Cukup Baik (75-90%),6.2857,13.0,70.0,2,Siap Digital,0.3327,Perhatian
0,3,0,1,3,1,1,2,28,13,87,0,0,88,61,0,Sedang (10-20 jam),Baik (75-90%),,Cukup Baik (75-90%),6.2857,13.0,70.0,2,Siap Digital,0.4327,Perhatian
0,3,1,1,3,1,0,2,28,13,87,2,0,88,61,0,Sedang (10-20 jam),Baik (75-90%),,Cukup Baik (75-90%),6.2857,13.0,70.0,2,Siap Digital,0.2327,Aman
0,3,1,1,5,0,1,2,28,22,94,2,1,83,56,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),3.6087,7.3333,71.0,1,Sebagian,0.3459,Perhatian
0,3,1,1,3,1,1,0,23,22,94,2,1,98,96,0,Tinggi (20-30 jam),Sempurna (>90%),,Excellent (>90%),4.2609,22.0,77.0,2,Siap Digital,0.1059,Aman
0,3,1,1,5,0,1,2,28,22,94,1,1,83,56,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),3.6087,7.3333,71.0,1,Sebagian,0.4459,Perhatian
0,3,1,1,3,1,1,0,23,22,94,1,1,98,96,0,Tinggi (20-30 jam),Sempurna (>90%),,Excellent (>90%),4.2609,22.0,77.0,2,Siap Digital,0.2059,Aman
0,3,0,1,5,0,0,2,28,22,94,2,1,83,56,2,Tinggi (20-30 jam),Sempurna (>90%),Rendah (1-3),Cukup Baik (75-90%),3.6087,7.3333,71.0,1,Sebagian,0.3459,Perhatian
0,3,0,1,3,1,0,0,23,22,94,2,1,98,96,0,Tinggi (20-30 jam),Sempurna (>90%),,Excellent (>90%),4.2609,22.0,77.0,2,Siap Digital,0.1059,Aman
1,2,1,1,4,0,1,2,27,23,60,1,1,92,67,1,Tinggi (20-30 jam),Kritis (<60%),Rendah (1-3),Excellent (>90%),3.8333,11.5,61.0,1,Sebagian,0.5268,Perhatian
1,2,1,1,8,1,1,2,19,23,60,1,0,93,60,2,Tinggi (20-30 jam),Kritis (<60%),Rendah (1-3),Excellent (>90%),3.875,7.6667,61.2,2,Siap Digital,0.5958,Perhatian
1,3,1,1,7,1,1,2,29,23,60,1,0,63,62,1,Tinggi (20-30 jam),Kritis (<60%),Rendah (1-3),Perlu Perhatian (60-75%),2.625,11.5,49.2,2,Siap Digital,0.7008,Kritis
1,1,1,0,18,0,0,0,24,12,90,1,0,88,94,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),6.7692,4.0,71.2,0,Tidak Siap,0.4666,Perhatian
1,1,1,0,0,0,0,1,18,12,90,1,0,62,70,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.7692,4.0,60.8,0,Tidak Siap,0.6226,Kritis
1,0,1,0,16,1,0,1,20,12,90,1,1,67,73,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),5.1538,6.0,63.0,1,Sebagian,0.5176,Perhatian
1,1,0,1,18,0,2,0,24,12,90,0,0,88,94,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),6.7692,4.0,71.2,1,Sebagian,0.5666,Perhatian
1,1,0,1,0,0,2,1,18,12,90,0,0,62,70,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.7692,4.0,60.8,1,Sebagian,0.7226,Kritis
1,0,0,1,16,1,2,1,20,12,90,0,1,67,73,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),5.1538,6.0,63.0,2,Siap Digital,0.6176,Kritis
1,1,1,0,18,0,2,0,24,12,90,0,0,88,94,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),6.7692,4.0,71.2,0,Tidak Siap,0.5666,Perhatian
1,1,1,0,0,0,2,1,18,12,90,0,0,62,70,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.7692,4.0,60.8,0,Tidak Siap,0.7226,Kritis
1,0,1,0,16,1,2,1,20,12,90,0,1,67,73,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),5.1538,6.0,63.0,1,Sebagian,0.6176,Kritis
1,1,1,1,18,0,2,0,24,12,90,1,0,88,94,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),6.7692,4.0,71.2,1,Sebagian,0.4666,Perhatian
1,1,1,1,0,0,2,1,18,12,90,1,0,62,70,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.7692,4.0,60.8,1,Sebagian,0.6226,Kritis
1,0,1,1,16,1,2,1,20,12,90,1,1,67,73,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),5.1538,6.0,63.0,2,Siap Digital,0.5176,Perhatian
1,1,1,1,18,0,0,0,24,12,90,0,0,88,94,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),6.7692,4.0,71.2,1,Sebagian,0.5666,Perhatian
1,1,1,1,0,0,0,1,18,12,90,0,0,62,70,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.7692,4.0,60.8,1,Sebagian,0.7226,Kritis
1,0,1,1,16,1,0,1,20,12,90,0,1,67,73,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),5.1538,6.0,63.0,2,Siap Digital,0.6176,Kritis
1,1,1,1,18,0,0,0,24,12,90,1,0,88,94,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),6.7692,4.0,71.2,1,Sebagian,0.4666,Perhatian
1,1,1,1,0,0,0,1,18,12,90,1,0,62,70,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.7692,4.0,60.8,1,Sebagian,0.6226,Kritis
1,0,1,1,16,1,0,1,20,12,90,1,1,67,73,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),5.1538,6.0,63.0,2,Siap Digital,0.5176,Perhatian
1,3,0,1,1,1,1,3,19,14,82,1,1,60,41,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),4.0,4.6667,57.0,2,Siap Digital,0.6794,Kritis
1,2,0,1,15,1,1,1,27,14,82,1,1,70,78,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.6667,4.6667,61.0,2,Siap Digital,0.6194,Kritis
1,0,0,1,14,1,1,3,20,14,82,1,0,63,48,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.2,7.0,58.0,2,Siap Digital,0.5864,Perhatian
1,3,0,1,1,1,1,3,19,14,82,0,1,60,41,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),4.0,4.6667,57.0,2,Siap Digital,0.7794,Kritis
1,2,0,1,15,1,1,1,27,14,82,0,1,70,78,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.6667,4.6667,61.0,2,Siap Digital,0.7194,Kritis
1,0,0,1,14,1,1,3,20,14,82,0,0,63,48,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.2,7.0,58.0,2,Siap Digital,0.6864,Kritis
1,3,1,1,1,1,1,3,19,14,82,1,1,60,41,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),4.0,4.6667,57.0,2,Siap Digital,0.6794,Kritis
1,2,1,1,15,1,1,1,27,14,82,1,1,70,78,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.6667,4.6667,61.0,2,Siap Digital,0.6194,Kritis
1,0,1,1,14,1,1,3,20,14,82,1,0,63,48,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.2,7.0,58.0,2,Siap Digital,0.5864,Perhatian
1,3,1,1,1,1,0,3,19,14,82,2,1,60,41,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),4.0,4.6667,57.0,2,Siap Digital,0.5794,Perhatian
1,2,1,1,15,1,0,1,27,14,82,2,1,70,78,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.6667,4.6667,61.0,2,Siap Digital,0.5194,Perhatian
1,0,1,1,14,1,0,3,20,14,82,2,0,63,48,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.2,7.0,58.0,2,Siap Digital,0.4864,Perhatian
1,3,0,1,1,1,2,3,19,14,82,0,1,60,41,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),4.0,4.6667,57.0,2,Siap Digital,0.7794,Kritis
1,2,0,1,15,1,2,1,27,14,82,0,1,70,78,2,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.6667,4.6667,61.0,2,Siap Digital,0.7194,Kritis
1,0,0,1,14,1,2,3,20,14,82,0,0,63,48,1,Sedang (10-20 jam),Baik (75-90%),Rendah (1-3),Perlu Perhatian (60-75%),4.2,7.0,58.0,2,Siap Digital,0.6864,Kritis
1,1,1,1,14,1,1,2,20,23,81,1,1,59,57,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Risiko Tinggi (<60%),2.4583,7.6667,56.2,2,Siap Digital,0.6686,Kritis
1,2,1,1,16,1,1,3,19,23,81,1,1,90,54,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.75,7.6667,68.6,2,Siap Digital,0.4826,Perhatian
1,0,1,1,17,1,1,2,27,23,81,1,1,79,57,2,Tinggi (20-30 jam),Baik (75-90%),Rendah (1-3),Cukup Baik (75-90%),3.2917,7.6667,64.2,2,Siap Digital,0.5486,Perhatian
